Order ID, Amount , Profit ,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month
B-26795,"$7,380 ","$1,673 ",18,Office Supplies,Markers,COD,16-Jul-23,Karen Townsend,Texas,Houston,2023-07
B-25660,"$7,595 ","$2,873 ",4,Furniture,Chairs,Debit Card,18-Aug-20,Steven Cox,California,Los Angeles,2020-08
B-25660,"$7,595 ","$2,873 ",4,Furniture,Chairs,Debit Card,19-Apr-22,Cynthia Rodriguez,New York,Rochester,2022-04
B-25410,"$1,954 ",$294 ,7,Furniture,Sofas,Debit Card,23-Dec-22,Jessica Baker,Texas,Austin,2022-12
B-25690,$523 ,$95 ,20,Electronics,Printers,EMI,07-Dec-24,Mark Blackburn,Texas,Dallas,2024-12
B-26464,"$5,704 ",$714 ,13,Electronics,Laptops,EMI,03-Feb-22,Zachary Perez,Texas,Austin,2022-02
B-26464,"$5,704 ",$714 ,13,Electronics,Laptops,EMI,12-Dec-21,Brian Green,California,San Diego,2021-12
B-26464,"$8,797 ","$1,010 ",8,Furniture,Tables,UPI,03-Feb-22,Zachary Perez,Texas,Austin,2022-02
B-26464,"$8,797 ","$1,010 ",8,Furniture,Tables,UPI,12-Dec-21,Brian Green,California,San Diego,2021-12
B-26464,"$9,236 ","$2,899 ",5,Electronics,Laptops,Debit Card,03-Feb-22,Zachary Perez,Texas,Austin,2022-02
B-26464,"$9,236 ","$2,899 ",5,Electronics,Laptops,Debit Card,12-Dec-21,Brian Green,California,San Diego,2021-12
B-26454,"$9,109 ",$586 ,17,Furniture,Sofas,EMI,17-May-20,Becky Leach,Florida,Miami,2020-05
B-26742,"$4,358 ",$526 ,19,Electronics,Phones,Credit Card,05-Dec-22,Bryan Russell,Texas,Dallas,2022-12
B-26742,"$4,358 ",$526 ,19,Electronics,Phones,Credit Card,17-Sep-24,Tony Maddox,California,San Francisco,2024-09
B-26742,"$6,459 ",$825 ,8,Electronics,Phones,Credit Card,05-Dec-22,Bryan Russell,Texas,Dallas,2022-12
B-26742,"$6,459 ",$825 ,8,Electronics,Phones,Credit Card,17-Sep-24,Tony Maddox,California,San Francisco,2024-09
B-25510,"$2,478 ",$92 ,12,Furniture,Bookcases,COD,08-May-23,Jason Randolph,California,San Francisco,2023-05
B-25510,"$2,478 ",$92 ,12,Furniture,Bookcases,COD,03-Mar-21,Laura Andrews,New York,New York City,2021-03
B-25510,"$2,478 ",$92 ,12,Furniture,Bookcases,COD,18-Mar-21,Mrs. Stephanie Hooper,California,San Francisco,2021-03
B-25510,"$2,478 ",$92 ,12,Furniture,Bookcases,COD,24-Apr-23,Anthony Evans,Ohio,Cleveland,2023-04
B-25936,"$9,992 ","$3,696 ",20,Office Supplies,Pens,Debit Card,09-Oct-21,Patrick Williams,New York,Rochester,2021-10
B-25936,"$9,992 ","$3,696 ",20,Office Supplies,Pens,Debit Card,15-Apr-22,Susan Burke,Texas,Austin,2022-04
B-25936,"$9,992 ","$3,696 ",20,Office Supplies,Pens,Debit Card,29-Aug-22,Brent Hernandez,New York,Rochester,2022-08
B-25936,"$9,619 ","$3,420 ",7,Office Supplies,Binders,UPI,09-Oct-21,Patrick Williams,New York,Rochester,2021-10
B-25936,"$9,619 ","$3,420 ",7,Office Supplies,Binders,UPI,15-Apr-22,Susan Burke,Texas,Austin,2022-04
B-25936,"$9,619 ","$3,420 ",7,Office Supplies,Binders,UPI,29-Aug-22,Brent Hernandez,New York,Rochester,2022-08
B-25884,"$9,538 ","$3,158 ",20,Electronics,Printers,Credit Card,04-Sep-24,Sean Elliott,California,San Francisco,2024-09
B-25884,"$9,538 ","$3,158 ",20,Electronics,Printers,Credit Card,18-May-21,Wanda West,Ohio,Cleveland,2021-05
B-25884,"$9,035 ","$1,227 ",14,Furniture,Chairs,EMI,04-Sep-24,Sean Elliott,California,San Francisco,2024-09
B-25884,"$9,035 ","$1,227 ",14,Furniture,Chairs,EMI,18-May-21,Wanda West,Ohio,Cleveland,2021-05
B-26287,"$2,684 ",$670 ,2,Office Supplies,Paper,COD,02-Jul-24,Renee Solomon,Florida,Tampa,2024-07
B-26287,$822 ,$147 ,5,Furniture,Sofas,Credit Card,02-Jul-24,Renee Solomon,Florida,Tampa,2024-07
B-26287,"$9,730 ","$2,341 ",2,Furniture,Chairs,EMI,02-Jul-24,Renee Solomon,Florida,Tampa,2024-07
B-26287,"$2,483 ",$236 ,2,Electronics,Electronic Games,COD,02-Jul-24,Renee Solomon,Florida,Tampa,2024-07
B-26564,"$1,297 ",$600 ,7,Office Supplies,Binders,Credit Card,16-Feb-24,Daryl Miles,Florida,Orlando,2024-02
B-26564,"$7,909 ","$1,942 ",19,Electronics,Phones,COD,16-Feb-24,Daryl Miles,Florida,Orlando,2024-02
B-26293,"$9,768 ","$4,518 ",8,Furniture,Tables,Credit Card,26-Nov-21,Michael Hunt,Texas,Dallas,2021-11
B-26293,"$4,968 ",$934 ,5,Furniture,Sofas,Debit Card,26-Nov-21,Michael Hunt,Texas,Dallas,2021-11
B-26293,"$1,731 ",$149 ,4,Electronics,Laptops,EMI,26-Nov-21,Michael Hunt,Texas,Dallas,2021-11
B-25915,"$3,433 ","$1,169 ",10,Office Supplies,Binders,COD,01-Feb-24,Adam Clark,California,San Francisco,2024-02
B-25915,"$3,433 ","$1,169 ",10,Office Supplies,Binders,COD,09-Sep-21,Amy Olsen,Illinois,Springfield,2021-09
B-25915,"$3,433 ","$1,169 ",10,Office Supplies,Binders,COD,08-Sep-21,Stacey Miller,California,San Diego,2021-09
B-25915,"$3,887 ","$1,490 ",1,Office Supplies,Binders,Debit Card,01-Feb-24,Adam Clark,California,San Francisco,2024-02
B-25915,"$3,887 ","$1,490 ",1,Office Supplies,Binders,Debit Card,09-Sep-21,Amy Olsen,Illinois,Springfield,2021-09
B-25915,"$3,887 ","$1,490 ",1,Office Supplies,Binders,Debit Card,08-Sep-21,Stacey Miller,California,San Diego,2021-09
B-26496,"$1,801 ",$641 ,20,Office Supplies,Markers,Credit Card,09-Jul-24,Daniel Mosley,California,Los Angeles,2024-07
B-26496,"$5,301 ",$817 ,10,Furniture,Tables,Debit Card,09-Jul-24,Daniel Mosley,California,Los Angeles,2024-07
B-26496,"$1,166 ",$520 ,12,Office Supplies,Paper,Debit Card,09-Jul-24,Daniel Mosley,California,Los Angeles,2024-07
B-26496,"$3,196 ","$1,411 ",15,Office Supplies,Paper,Debit Card,09-Jul-24,Daniel Mosley,California,Los Angeles,2024-07
B-25856,"$3,428 ",$350 ,1,Furniture,Chairs,Credit Card,28-Feb-23,Monica Gibson,Illinois,Springfield,2023-02
B-25856,"$7,223 ","$2,433 ",12,Office Supplies,Binders,Credit Card,28-Feb-23,Monica Gibson,Illinois,Springfield,2023-02
B-25856,"$3,731 ",$647 ,1,Office Supplies,Pens,Credit Card,28-Feb-23,Monica Gibson,Illinois,Springfield,2023-02
B-26899,"$8,903 ","$4,401 ",18,Office Supplies,Pens,Credit Card,08-Aug-22,Christopher Jordan,Ohio,Columbus,2022-08
B-25916,"$6,009 ","$2,107 ",7,Electronics,Phones,UPI,07-Dec-22,Christina Davis,Illinois,Chicago,2022-12
B-25916,"$6,009 ","$2,107 ",7,Electronics,Phones,UPI,29-Apr-24,Claudia Curry,Texas,Austin,2024-04
B-25916,"$2,858 ",$230 ,3,Furniture,Tables,Credit Card,07-Dec-22,Christina Davis,Illinois,Chicago,2022-12
B-25916,"$2,858 ",$230 ,3,Furniture,Tables,Credit Card,29-Apr-24,Claudia Curry,Texas,Austin,2024-04
B-25916,"$8,175 ",$525 ,7,Furniture,Sofas,Credit Card,07-Dec-22,Christina Davis,Illinois,Chicago,2022-12
B-25916,"$8,175 ",$525 ,7,Furniture,Sofas,Credit Card,29-Apr-24,Claudia Curry,Texas,Austin,2024-04
B-25916,"$5,846 ",$586 ,18,Furniture,Sofas,UPI,07-Dec-22,Christina Davis,Illinois,Chicago,2022-12
B-25916,"$5,846 ",$586 ,18,Furniture,Sofas,UPI,29-Apr-24,Claudia Curry,Texas,Austin,2024-04
B-26428,$706 ,$197 ,11,Electronics,Laptops,Credit Card,02-Jan-22,Brandon Anderson,Texas,Austin,2022-01
B-26332,"$9,835 ","$2,571 ",16,Furniture,Tables,COD,10-Jun-22,George Foster,Texas,Dallas,2022-06
B-26332,"$9,835 ","$2,571 ",16,Furniture,Tables,COD,16-Nov-21,Nicholas Anderson,Florida,Orlando,2021-11
B-26332,"$9,835 ","$2,571 ",16,Furniture,Tables,COD,17-Aug-22,Emily Ellison,California,Los Angeles,2022-08
B-26332,"$9,691 ","$3,056 ",13,Office Supplies,Markers,Credit Card,10-Jun-22,George Foster,Texas,Dallas,2022-06
B-26332,"$9,691 ","$3,056 ",13,Office Supplies,Markers,Credit Card,16-Nov-21,Nicholas Anderson,Florida,Orlando,2021-11
B-26332,"$9,691 ","$3,056 ",13,Office Supplies,Markers,Credit Card,17-Aug-22,Emily Ellison,California,Los Angeles,2022-08
B-26332,"$7,826 ","$1,221 ",14,Furniture,Bookcases,UPI,10-Jun-22,George Foster,Texas,Dallas,2022-06
B-26332,"$7,826 ","$1,221 ",14,Furniture,Bookcases,UPI,16-Nov-21,Nicholas Anderson,Florida,Orlando,2021-11
B-26332,"$7,826 ","$1,221 ",14,Furniture,Bookcases,UPI,17-Aug-22,Emily Ellison,California,Los Angeles,2022-08
B-25303,$770 ,$241 ,11,Furniture,Sofas,COD,23-Nov-21,Darren Perez,Texas,Austin,2021-11
B-25303,$770 ,$241 ,11,Furniture,Sofas,COD,04-Mar-23,Michelle Hunter,Ohio,Cincinnati,2023-03
B-26507,"$9,895 ","$1,598 ",20,Furniture,Bookcases,COD,16-Dec-23,Janet Guerrero,New York,Rochester,2023-12
B-25983,"$6,517 ","$1,581 ",10,Office Supplies,Paper,Debit Card,19-May-24,Jeffrey Kline,Florida,Miami,2024-05
B-25983,"$6,517 ","$1,581 ",10,Office Supplies,Paper,Debit Card,14-May-20,Ryan Bullock,Florida,Tampa,2020-05
B-25983,"$1,166 ",$349 ,11,Furniture,Tables,Credit Card,19-May-24,Jeffrey Kline,Florida,Miami,2024-05
B-25983,"$1,166 ",$349 ,11,Furniture,Tables,Credit Card,14-May-20,Ryan Bullock,Florida,Tampa,2020-05
B-25156,"$9,820 ",$793 ,16,Furniture,Chairs,Credit Card,29-Aug-21,Tom Lawson,New York,Buffalo,2021-08
B-26759,"$8,563 ","$2,624 ",8,Office Supplies,Binders,COD,10-Nov-24,Rebecca Smith,Texas,Dallas,2024-11
B-26759,"$4,441 ",$281 ,20,Electronics,Printers,COD,10-Nov-24,Rebecca Smith,Texas,Dallas,2024-11
B-26244,"$7,340 ","$2,271 ",8,Office Supplies,Paper,EMI,05-Dec-21,William Welch,Florida,Orlando,2021-12
B-26244,"$5,442 ","$1,610 ",1,Electronics,Phones,EMI,05-Dec-21,William Welch,Florida,Orlando,2021-12
B-26365,"$1,895 ",$391 ,14,Furniture,Tables,UPI,05-Jul-24,Mr. Curtis Bailey,Florida,Tampa,2024-07
B-26365,"$5,323 ",$322 ,13,Office Supplies,Binders,COD,05-Jul-24,Mr. Curtis Bailey,Florida,Tampa,2024-07
B-26212,"$8,850 ",$279 ,13,Office Supplies,Markers,Debit Card,25-Jun-24,Janet Carlson,Florida,Miami,2024-06
B-26212,"$8,667 ","$1,266 ",6,Office Supplies,Paper,Debit Card,25-Jun-24,Janet Carlson,Florida,Miami,2024-06
B-25042,"$6,903 ",$105 ,1,Furniture,Tables,COD,31-May-24,Spencer Spears,Illinois,Chicago,2024-05
B-25042,"$8,793 ","$3,010 ",7,Office Supplies,Pens,COD,31-May-24,Spencer Spears,Illinois,Chicago,2024-05
B-25901,"$9,883 ","$4,812 ",16,Office Supplies,Paper,UPI,20-Oct-20,Jeffrey Middleton,New York,Buffalo,2020-10
B-25901,"$9,883 ","$4,812 ",16,Office Supplies,Paper,UPI,11-Aug-22,Veronica Kelley,Florida,Orlando,2022-08
B-25901,"$9,883 ","$4,812 ",16,Office Supplies,Paper,UPI,17-Oct-21,Leslie Bean,Illinois,Springfield,2021-10
B-25901,"$5,210 ","$1,185 ",7,Office Supplies,Paper,UPI,20-Oct-20,Jeffrey Middleton,New York,Buffalo,2020-10
B-25901,"$5,210 ","$1,185 ",7,Office Supplies,Paper,UPI,11-Aug-22,Veronica Kelley,Florida,Orlando,2022-08
B-25901,"$5,210 ","$1,185 ",7,Office Supplies,Paper,UPI,17-Oct-21,Leslie Bean,Illinois,Springfield,2021-10
B-26747,"$3,574 ",$851 ,4,Electronics,Printers,Credit Card,23-Feb-22,Amy Wilson,California,Los Angeles,2022-02
B-26747,$576 ,$76 ,13,Furniture,Sofas,UPI,23-Feb-22,Amy Wilson,California,Los Angeles,2022-02
B-26698,"$1,860 ",$457 ,13,Electronics,Printers,EMI,20-Sep-23,Susan Ramirez,Ohio,Cleveland,2023-09
B-25841,$782 ,$374 ,8,Office Supplies,Pens,EMI,19-Jan-21,Jacob Meyer,Illinois,Peoria,2021-01
B-25841,"$4,371 ","$1,852 ",1,Electronics,Laptops,UPI,19-Jan-21,Jacob Meyer,Illinois,Peoria,2021-01
B-26032,"$8,346 ","$1,176 ",1,Electronics,Phones,COD,21-Aug-20,Scott Lewis,Texas,Houston,2020-08
B-26032,"$8,346 ","$1,176 ",1,Electronics,Phones,COD,17-Apr-23,Eric Griffith,Illinois,Chicago,2023-04
B-26032,"$8,346 ","$1,176 ",1,Electronics,Phones,COD,24-Dec-23,Anna Ferguson,California,San Francisco,2023-12
B-26032,"$6,218 ","$1,125 ",5,Furniture,Tables,Debit Card,21-Aug-20,Scott Lewis,Texas,Houston,2020-08
B-26032,"$6,218 ","$1,125 ",5,Furniture,Tables,Debit Card,17-Apr-23,Eric Griffith,Illinois,Chicago,2023-04
B-26032,"$6,218 ","$1,125 ",5,Furniture,Tables,Debit Card,24-Dec-23,Anna Ferguson,California,San Francisco,2023-12
B-26032,"$5,167 ",$253 ,14,Electronics,Printers,Credit Card,21-Aug-20,Scott Lewis,Texas,Houston,2020-08
B-26032,"$5,167 ",$253 ,14,Electronics,Printers,Credit Card,17-Apr-23,Eric Griffith,Illinois,Chicago,2023-04
B-26032,"$5,167 ",$253 ,14,Electronics,Printers,Credit Card,24-Dec-23,Anna Ferguson,California,San Francisco,2023-12
B-26032,"$2,799 ","$1,239 ",5,Furniture,Sofas,Debit Card,21-Aug-20,Scott Lewis,Texas,Houston,2020-08
B-26032,"$2,799 ","$1,239 ",5,Furniture,Sofas,Debit Card,17-Apr-23,Eric Griffith,Illinois,Chicago,2023-04
